suplier_id,middle_num,end_num,chazhi,bili,,,,,,,,,,,,,
2377,0,271,-271,-1,,,,,,,,,,,,,
5362,0,271,-271,-1,,,,,,,,,,,,,
6956,0,267,-267,-1,,,,,,,,,,,,,
2237,0,261,-261,-1,,,,,,,,,,,,,
59789,0,257,-257,-1,,,,,,,,,,,,,
1653,0,256,-256,-1,,,,,,,,,,,,,
2239,0,253,-253,-1,,,,,,,,,,,,,
149,0,251,-251,-1,,,,,,,,,,,,,
4070,0,248,-248,-1,,,,,,,,,,,,,
129,0,244,-244,-1,,,,,,,,,,,,,
7136,0,244,-244,-1,,,,,,,,,,,,,
1451,0,241,-241,-1,,,,,,,,,,,,,
7447,0,238,-238,-1,,,,,,,,,,,,,
42694,0,238,-238,-1,,,,,,,,,,,,,
923,0,234,-234,-1,,,,,,,,,,,,,
22815,0,231,-231,-1,,,,,,,,,,,,,
1120,0,226,-226,-1,,,,,,,,,,,,,
6587,0,225,-225,-1,,,,,,,,,,,,,
2432,0,224,-224,-1,,,,,,,,,,,,,
5703,0,224,-224,-1,,,,,,,,,,,,,
1622,0,223,-223,-1,,,,,,,,,,,,,
4345,0,222,-222,-1,,,,,,,,,,,,,
1587,0,215,-215,-1,,,,,,,,,,,,,
1368,0,214,-214,-1,,,,,,,,,,,,,
528,0,211,-211,-1,,,,,,,,,,,,,
1611,0,211,-211,-1,,,,,,,,,,,,,
6615,0,209,-209,-1,,,,,,,,,,,,,
1046,0,207,-207,-1,,,,,,,,,,,,,
89396,0,206,-206,-1,,,,,,,,,,,,,
4692,0,205,-205,-1,,,,,,,,,,,,,
1468,0,202,-202,-1,,,,,,,,,,,,,
6386,0,201,-201,-1,,,,,,,,,,,,,
2787,0,194,-194,-1,,,,,,,,,,,,,
917,0,193,-193,-1,,,,,,,,,,,,,
1527,0,192,-192,-1,,,,,,,,,,,,,
59913,0,191,-191,-1,,,,,,,,,,,,,
7056,0,190,-190,-1,,,,,,,,,,,,,
919,0,186,-186,-1,,,,,,,,,,,,,
2426,0,185,-185,-1,,,,,,,,,,,,,
3450,0,185,-185,-1,,,,,,,,,,,,,
1801,0,184,-184,-1,,,,,,,,,,,,,
7436,0,184,-184,-1,,,,,,,,,,,,,
19178,0,184,-184,-1,,,,,,,,,,,,,
1719,0,180,-180,-1,,,,,,,,,,,,,
2840,0,179,-179,-1,,,,,,,,,,,,,
132938,0,179,-179,-1,,,,,,,,,,,,,
14040,0,178,-178,-1,,,,,,,,,,,,,
27337,0,178,-178,-1,,,,,,,,,,,,,
17839,0,177,-177,-1,,,,,,,,,,,,,
2847,0,176,-176,-1,,,,,,,,,,,,,
446,0,175,-175,-1,,,,,,,,,,,,,
3981,0,170,-170,-1,,,,,,,,,,,,,
49052,0,169,-169,-1,,,,,,,,,,,,,
5961,0,168,-168,-1,,,,,,,,,,,,,
18062,0,168,-168,-1,,,,,,,,,,,,,
472,0,166,-166,-1,,,,,,,,,,,,,
5010,0,165,-165,-1,,,,,,,,,,,,,
2850,0,163,-163,-1,,,,,,,,,,,,,
3487,0,163,-163,-1,,,,,,,,,,,,,
1037,0,162,-162,-1,,,,,,,,,,,,,
2000,0,160,-160,-1,,,,,,,,,,,,,
59046,0,158,-158,-1,,,,,,,,,,,,,
7069,0,154,-154,-1,,,,,,,,,,,,,
1523,0,150,-150,-1,,,,,,,,,,,,,
1577,0,150,-150,-1,,,,,,,,,,,,,
266,0,143,-143,-1,,,,,,,,,,,,,
220,0,140,-140,-1,,,,,,,,,,,,,
2200,0,140,-140,-1,,,,,,,,,,,,,
7029,0,139,-139,-1,,,,,,,,,,,,,
14857,0,138,-138,-1,,,,,,,,,,,,,
442,0,137,-137,-1,,,,,,,,,,,,,
2030,0,137,-137,-1,,,,,,,,,,,,,
102549,0,137,-137,-1,,,,,,,,,,,,,
149012,0,137,-137,-1,,,,,,,,,,,,,
2121,0,135,-135,-1,,,,,,,,,,,,,
2143,0,135,-135,-1,,,,,,,,,,,,,
56014,0,135,-135,-1,,,,,,,,,,,,,
1062,0,134,-134,-1,,,,,,,,,,,,,
2886,0,134,-134,-1,,,,,,,,,,,,,
14256,0,134,-134,-1,,,,,,,,,,,,,
29350,0,134,-134,-1,,,,,,,,,,,,,
375,0,133,-133,-1,,,,,,,,,,,,,
4287,0,132,-132,-1,,,,,,,,,,,,,
7125,0,130,-130,-1,,,,,,,,,,,,,
97907,0,129,-129,-1,,,,,,,,,,,,,
32060,0,127,-127,-1,,,,,,,,,,,,,
6379,0,126,-126,-1,,,,,,,,,,,,,
99863,0,125,-125,-1,,,,,,,,,,,,,
72085,0,124,-124,-1,,,,,,,,,,,,,
534,0,123,-123,-1,,,,,,,,,,,,,
29149,0,123,-123,-1,,,,,,,,,,,,,
48616,0,122,-122,-1,,,,,,,,,,,,,
394,0,121,-121,-1,,,,,,,,,,,,,
3119,0,120,-120,-1,,,,,,,,,,,,,
178451,0,120,-120,-1,,,,,,,,,,,,,
25011,0,118,-118,-1,,,,,,,,,,,,,
551,0,116,-116,-1,,,,,,,,,,,,,
65054,0,116,-116,-1,,,,,,,,,,,,,
660,0,115,-115,-1,,,,,,,,,,,,,
45258,0,114,-114,-1,,,,,,,,,,,,,
64513,0,112,-112,-1,,,,,,,,,,,,,
123,0,111,-111,-1,,,,,,,,,,,,,
1481,0,111,-111,-1,,,,,,,,,,,,,
1561,0,111,-111,-1,,,,,,,,,,,,,
264,0,110,-110,-1,,,,,,,,,,,,,
2037,0,110,-110,-1,,,,,,,,,,,,,
32207,0,110,-110,-1,,,,,,,,,,,,,
1710,0,104,-104,-1,,,,,,,,,,,,,
9344,0,104,-104,-1,,,,,,,,,,,,,
265,0,101,-101,-1,,,,,,,,,,,,,
7845,0,100,-100,-1,,,,,,,,,,,,,
6085,0,98,-98,-1,,,,,,,,,,,,,
968,0,94,-94,-1,,,,,,,,,,,,,
403,0,93,-93,-1,,,,,,,,,,,,,
2334,0,92,-92,-1,,,,,,,,,,,,,
7051,0,92,-92,-1,,,,,,,,,,,,,
27403,0,88,-88,-1,,,,,,,,,,,,,
484,0,87,-87,-1,,,,,,,,,,,,,
19734,0,86,-86,-1,,,,,,,,,,,,,
143977,0,85,-85,-1,,,,,,,,,,,,,
4772,0,83,-83,-1,,,,,,,,,,,,,
5833,0,83,-83,-1,,,,,,,,,,,,,
12894,0,79,-79,-1,,,,,,,,,,,,,
4770,0,77,-77,-1,,,,,,,,,,,,,
1361,0,76,-76,-1,,,,,,,,,,,,,
7147,0,76,-76,-1,,,,,,,,,,,,,
44108,0,76,-76,-1,,,,,,,,,,,,,
158976,0,76,-76,-1,,,,,,,,,,,,,
6555,0,72,-72,-1,,,,,,,,,,,,,
3808,0,70,-70,-1,,,,,,,,,,,,,
60706,0,70,-70,-1,,,,,,,,,,,,,
492,0,69,-69,-1,,,,,,,,,,,,,
1521,0,69,-69,-1,,,,,,,,,,,,,
401,0,65,-65,-1,,,,,,,,,,,,,
2153,0,65,-65,-1,,,,,,,,,,,,,
4640,0,65,-65,-1,,,,,,,,,,,,,
191,0,62,-62,-1,,,,,,,,,,,,,
3412,0,62,-62,-1,,,,,,,,,,,,,
15833,0,61,-61,-1,,,,,,,,,,,,,
140044,0,60,-60,-1,,,,,,,,,,,,,
3324,0,59,-59,-1,,,,,,,,,,,,,
139974,0,57,-57,-1,,,,,,,,,,,,,
231,0,56,-56,-1,,,,,,,,,,,,,
4001,0,56,-56,-1,,,,,,,,,,,,,
25122,0,56,-56,-1,,,,,,,,,,,,,
140756,0,56,-56,-1,,,,,,,,,,,,,
2329,0,55,-55,-1,,,,,,,,,,,,,
8328,0,55,-55,-1,,,,,,,,,,,,,
98269,0,55,-55,-1,,,,,,,,,,,,,
139968,0,55,-55,-1,,,,,,,,,,,,,
166,0,54,-54,-1,,,,,,,,,,,,,
3644,0,53,-53,-1,,,,,,,,,,,,,
269,0,52,-52,-1,,,,,,,,,,,,,
385,0,51,-51,-1,,,,,,,,,,,,,
1729,0,51,-51,-1,,,,,,,,,,,,,
131463,0,51,-51,-1,,,,,,,,,,,,,
4224,0,50,-50,-1,,,,,,,,,,,,,
78887,0,50,-50,-1,,,,,,,,,,,,,
13008,0,49,-49,-1,,,,,,,,,,,,,
140803,0,48,-48,-1,,,,,,,,,,,,,
488,0,47,-47,-1,,,,,,,,,,,,,
1742,0,47,-47,-1,,,,,,,,,,,,,
3090,0,47,-47,-1,,,,,,,,,,,,,
3784,0,47,-47,-1,,,,,,,,,,,,,
5640,0,46,-46,-1,,,,,,,,,,,,,
91023,0,45,-45,-1,,,,,,,,,,,,,
959,0,43,-43,-1,,,,,,,,,,,,,
1456,0,43,-43,-1,,,,,,,,,,,,,
1612,0,43,-43,-1,,,,,,,,,,,,,
2201,0,43,-43,-1,,,,,,,,,,,,,
1469,0,42,-42,-1,,,,,,,,,,,,,
139955,0,42,-42,-1,,,,,,,,,,,,,
73277,0,41,-41,-1,,,,,,,,,,,,,
184,0,40,-40,-1,,,,,,,,,,,,,
995,0,40,-40,-1,,,,,,,,,,,,,
1300,0,40,-40,-1,,,,,,,,,,,,,
1756,0,40,-40,-1,,,,,,,,,,,,,
2396,0,40,-40,-1,,,,,,,,,,,,,
3435,0,40,-40,-1,,,,,,,,,,,,,
4978,0,40,-40,-1,,,,,,,,,,,,,
7343,0,40,-40,-1,,,,,,,,,,,,,
4699,0,39,-39,-1,,,,,,,,,,,,,
7332,0,39,-39,-1,,,,,,,,,,,,,
8601,0,39,-39,-1,,,,,,,,,,,,,
1754,0,38,-38,-1,,,,,,,,,,,,,
2898,0,38,-38,-1,,,,,,,,,,,,,
1408,0,37,-37,-1,,,,,,,,,,,,,
2006,0,37,-37,-1,,,,,,,,,,,,,
3652,0,37,-37,-1,,,,,,,,,,,,,
49777,0,37,-37,-1,,,,,,,,,,,,,
108288,0,37,-37,-1,,,,,,,,,,,,,
140901,0,36,-36,-1,,,,,,,,,,,,,
42419,0,35,-35,-1,,,,,,,,,,,,,
70473,0,35,-35,-1,,,,,,,,,,,,,
140169,0,35,-35,-1,,,,,,,,,,,,,
1034,0,34,-34,-1,,,,,,,,,,,,,
1850,0,34,-34,-1,,,,,,,,,,,,,
452,0,33,-33,-1,,,,,,,,,,,,,
138064,0,33,-33,-1,,,,,,,,,,,,,
1757,0,32,-32,-1,,,,,,,,,,,,,
5087,0,32,-32,-1,,,,,,,,,,,,,
98295,0,32,-32,-1,,,,,,,,,,,,,
140991,0,32,-32,-1,,,,,,,,,,,,,
388,0,31,-31,-1,,,,,,,,,,,,,
76727,0,31,-31,-1,,,,,,,,,,,,,
1748,0,30,-30,-1,,,,,,,,,,,,,
4290,0,30,-30,-1,,,,,,,,,,,,,
223,0,29,-29,-1,,,,,,,,,,,,,
989,0,29,-29,-1,,,,,,,,,,,,,
7015,0,29,-29,-1,,,,,,,,,,,,,
229,0,28,-28,-1,,,,,,,,,,,,,
1109,0,28,-28,-1,,,,,,,,,,,,,
1851,0,28,-28,-1,,,,,,,,,,,,,
8555,0,27,-27,-1,,,,,,,,,,,,,
1453,0,26,-26,-1,,,,,,,,,,,,,
5002,0,26,-26,-1,,,,,,,,,,,,,
140840,0,25,-25,-1,,,,,,,,,,,,,
633,0,24,-24,-1,,,,,,,,,,,,,
964,0,24,-24,-1,,,,,,,,,,,,,
5269,0,24,-24,-1,,,,,,,,,,,,,
7105,0,24,-24,-1,,,,,,,,,,,,,
33578,0,24,-24,-1,,,,,,,,,,,,,
4861,0,23,-23,-1,,,,,,,,,,,,,
8422,0,23,-23,-1,,,,,,,,,,,,,
54448,0,23,-23,-1,,,,,,,,,,,,,
72807,0,23,-23,-1,,,,,,,,,,,,,
82405,0,23,-23,-1,,,,,,,,,,,,,
88461,0,23,-23,-1,,,,,,,,,,,,,
116228,0,23,-23,-1,,,,,,,,,,,,,
174865,0,23,-23,-1,,,,,,,,,,,,,
1473,0,22,-22,-1,,,,,,,,,,,,,
2195,0,22,-22,-1,,,,,,,,,,,,,
6259,0,22,-22,-1,,,,,,,,,,,,,
64151,0,22,-22,-1,,,,,,,,,,,,,
720,0,21,-21,-1,,,,,,,,,,,,,
71967,0,21,-21,-1,,,,,,,,,,,,,
155047,0,21,-21,-1,,,,,,,,,,,,,
261,0,20,-20,-1,,,,,,,,,,,,,
1493,0,20,-20,-1,,,,,,,,,,,,,
43580,0,20,-20,-1,,,,,,,,,,,,,
65720,0,20,-20,-1,,,,,,,,,,,,,
68921,0,20,-20,-1,,,,,,,,,,,,,
207,0,19,-19,-1,,,,,,,,,,,,,
1496,0,19,-19,-1,,,,,,,,,,,,,
31186,0,19,-19,-1,,,,,,,,,,,,,
77618,0,19,-19,-1,,,,,,,,,,,,,
19634,0,18,-18,-1,,,,,,,,,,,,,
21652,0,18,-18,-1,,,,,,,,,,,,,
21868,0,18,-18,-1,,,,,,,,,,,,,
30178,0,18,-18,-1,,,,,,,,,,,,,
76035,0,18,-18,-1,,,,,,,,,,,,,
18305,0,17,-17,-1,,,,,,,,,,,,,
45431,0,17,-17,-1,,,,,,,,,,,,,
57755,0,17,-17,-1,,,,,,,,,,,,,
122082,0,17,-17,-1,,,,,,,,,,,,,
139957,0,17,-17,-1,,,,,,,,,,,,,
1016,0,16,-16,-1,,,,,,,,,,,,,
92448,0,16,-16,-1,,,,,,,,,,,,,
98706,0,16,-16,-1,,,,,,,,,,,,,
990,0,15,-15,-1,,,,,,,,,,,,,
5243,0,15,-15,-1,,,,,,,,,,,,,
9728,0,15,-15,-1,,,,,,,,,,,,,
11924,0,15,-15,-1,,,,,,,,,,,,,
57806,0,15,-15,-1,,,,,,,,,,,,,
58424,0,15,-15,-1,,,,,,,,,,,,,
122,0,14,-14,-1,,,,,,,,,,,,,
1005,0,14,-14,-1,,,,,,,,,,,,,
27799,0,14,-14,-1,,,,,,,,,,,,,
45374,0,14,-14,-1,,,,,,,,,,,,,
45479,0,14,-14,-1,,,,,,,,,,,,,
87366,0,14,-14,-1,,,,,,,,,,,,,
101815,0,14,-14,-1,,,,,,,,,,,,,
172574,0,14,-14,-1,,,,,,,,,,,,,
3377,0,13,-13,-1,,,,,,,,,,,,,
7473,0,13,-13,-1,,,,,,,,,,,,,
24490,0,13,-13,-1,,,,,,,,,,,,,
51691,0,13,-13,-1,,,,,,,,,,,,,
70983,0,13,-13,-1,,,,,,,,,,,,,
84989,0,13,-13,-1,,,,,,,,,,,,,
100893,0,13,-13,-1,,,,,,,,,,,,,
141897,0,13,-13,-1,,,,,,,,,,,,,
104,0,12,-12,-1,,,,,,,,,,,,,
788,0,12,-12,-1,,,,,,,,,,,,,
1547,0,12,-12,-1,,,,,,,,,,,,,
4066,0,12,-12,-1,,,,,,,,,,,,,
4663,0,12,-12,-1,,,,,,,,,,,,,
4922,0,12,-12,-1,,,,,,,,,,,,,
6854,0,12,-12,-1,,,,,,,,,,,,,
12822,0,12,-12,-1,,,,,,,,,,,,,
14145,0,12,-12,-1,,,,,,,,,,,,,
26758,0,12,-12,-1,,,,,,,,,,,,,
29262,0,12,-12,-1,,,,,,,,,,,,,
46543,0,12,-12,-1,,,,,,,,,,,,,
82441,0,12,-12,-1,,,,,,,,,,,,,
1333,0,11,-11,-1,,,,,,,,,,,,,
1747,0,11,-11,-1,,,,,,,,,,,,,
1843,0,11,-11,-1,,,,,,,,,,,,,
1844,0,11,-11,-1,,,,,,,,,,,,,
1848,0,11,-11,-1,,,,,,,,,,,,,
9005,0,11,-11,-1,,,,,,,,,,,,,
40869,0,11,-11,-1,,,,,,,,,,,,,
44015,0,11,-11,-1,,,,,,,,,,,,,
50427,0,11,-11,-1,,,,,,,,,,,,,
55663,0,11,-11,-1,,,,,,,,,,,,,
69463,0,11,-11,-1,,,,,,,,,,,,,
71217,0,11,-11,-1,,,,,,,,,,,,,
76312,0,11,-11,-1,,,,,,,,,,,,,
76329,0,11,-11,-1,,,,,,,,,,,,,
77440,0,11,-11,-1,,,,,,,,,,,,,
133,0,10,-10,-1,,,,,,,,,,,,,
1418,0,10,-10,-1,,,,,,,,,,,,,
1842,0,10,-10,-1,,,,,,,,,,,,,
1845,0,10,-10,-1,,,,,,,,,,,,,
4566,0,10,-10,-1,,,,,,,,,,,,,
6501,0,10,-10,-1,,,,,,,,,,,,,
80047,0,10,-10,-1,,,,,,,,,,,,,
89988,0,10,-10,-1,,,,,,,,,,,,,
140359,0,10,-10,-1,,,,,,,,,,,,,
141983,0,10,-10,-1,,,,,,,,,,,,,
370,0,9,-9,-1,,,,,,,,,,,,,
835,0,9,-9,-1,,,,,,,,,,,,,
1566,0,9,-9,-1,,,,,,,,,,,,,
1707,0,9,-9,-1,,,,,,,,,,,,,
32376,0,9,-9,-1,,,,,,,,,,,,,
34694,0,9,-9,-1,,,,,,,,,,,,,
67721,0,9,-9,-1,,,,,,,,,,,,,
67853,0,9,-9,-1,,,,,,,,,,,,,
90121,0,9,-9,-1,,,,,,,,,,,,,
131791,0,9,-9,-1,,,,,,,,,,,,,
141958,0,9,-9,-1,,,,,,,,,,,,,
163364,0,9,-9,-1,,,,,,,,,,,,,
941,0,8,-8,-1,,,,,,,,,,,,,
1414,0,8,-8,-1,,,,,,,,,,,,,
1662,0,8,-8,-1,,,,,,,,,,,,,
1676,0,8,-8,-1,,,,,,,,,,,,,
1868,0,8,-8,-1,,,,,,,,,,,,,
2067,0,8,-8,-1,,,,,,,,,,,,,
2952,0,8,-8,-1,,,,,,,,,,,,,
8211,0,8,-8,-1,,,,,,,,,,,,,
24094,0,8,-8,-1,,,,,,,,,,,,,
28784,0,8,-8,-1,,,,,,,,,,,,,
44177,0,8,-8,-1,,,,,,,,,,,,,
59255,0,8,-8,-1,,,,,,,,,,,,,
60749,0,8,-8,-1,,,,,,,,,,,,,
64399,0,8,-8,-1,,,,,,,,,,,,,
98225,0,8,-8,-1,,,,,,,,,,,,,
99043,0,8,-8,-1,,,,,,,,,,,,,
112519,0,8,-8,-1,,,,,,,,,,,,,
125379,0,8,-8,-1,,,,,,,,,,,,,
150911,0,8,-8,-1,,,,,,,,,,,,,
154785,0,8,-8,-1,,,,,,,,,,,,,
161774,0,8,-8,-1,,,,,,,,,,,,,
84,0,7,-7,-1,,,,,,,,,,,,,
553,0,7,-7,-1,,,,,,,,,,,,,
656,0,7,-7,-1,,,,,,,,,,,,,
974,0,7,-7,-1,,,,,,,,,,,,,
3483,0,7,-7,-1,,,,,,,,,,,,,
6594,0,7,-7,-1,,,,,,,,,,,,,
7318,0,7,-7,-1,,,,,,,,,,,,,
8224,0,7,-7,-1,,,,,,,,,,,,,
15383,0,7,-7,-1,,,,,,,,,,,,,
53604,0,7,-7,-1,,,,,,,,,,,,,
56270,0,7,-7,-1,,,,,,,,,,,,,
66320,0,7,-7,-1,,,,,,,,,,,,,
87968,0,7,-7,-1,,,,,,,,,,,,,
114286,0,7,-7,-1,,,,,,,,,,,,,
119335,0,7,-7,-1,,,,,,,,,,,,,
133203,0,7,-7,-1,,,,,,,,,,,,,
137644,0,7,-7,-1,,,,,,,,,,,,,
1250,0,6,-6,-1,,,,,,,,,,,,,
1867,0,6,-6,-1,,,,,,,,,,,,,
4294,0,6,-6,-1,,,,,,,,,,,,,
4368,0,6,-6,-1,,,,,,,,,,,,,
4587,0,6,-6,-1,,,,,,,,,,,,,
4946,0,6,-6,-1,,,,,,,,,,,,,
5257,0,6,-6,-1,,,,,,,,,,,,,
6130,0,6,-6,-1,,,,,,,,,,,,,
6188,0,6,-6,-1,,,,,,,,,,,,,
6801,0,6,-6,-1,,,,,,,,,,,,,
