create_dt,supplier_id,city_id,fee_sum,fee_per_user,order_shuliang,active_day,active_lv,supplier_first_date
2015/12/28,544,1,19216.50,24.263258,792,30,1.0000,32
2015/12/28,548,1,5967.00,31.405263,190,30,1.0000,31
2015/12/28,562,1,28982.00,38.034121,762,29,1.0000,29
2015/12/28,566,1,14078.00,26.815238,525,30,1.0000,31
2015/12/28,574,1,102.00,51.000000,2,2,0.0714,28
2015/12/28,575,1,11855.00,35.282738,336,27,0.9000,31
2015/12/28,578,1,36014.00,25.184615,1430,29,1.0000,29
2015/12/28,595,1,1391.00,30.911111,45,9,0.3000,31
2015/12/28,598,1,2131.00,36.741379,58,10,0.8333,12
2015/12/28,611,2,9265.00,28.420245,326,13,1.0000,13
2015/12/28,613,1,732.00,38.526316,19,10,0.3704,27
2015/12/28,621,1,34786.10,30.729770,1132,16,0.5333,32
2015/12/28,626,1,21995.00,26.628329,826,30,1.0000,31
2015/12/28,636,1,5348.00,28.446809,188,26,0.8667,32
2015/12/28,638,1,2560.10,28.765169,89,7,0.7778,9
2015/12/28,639,1,6548.00,35.204301,186,20,0.6667,32
2015/12/28,654,1,4262.00,27.320513,156,7,1.0000,7
2015/12/28,661,1,2071.00,47.068182,44,20,0.6897,29
2015/12/28,667,2,639.00,31.950000,20,8,0.6667,12
2015/12/28,668,1,159.00,53.000000,3,3,0.1071,28
2015/12/28,671,1,1413.00,41.558824,34,18,0.7826,23
2015/12/28,674,1,21897.40,23.905459,916,30,1.0000,32
2015/12/28,683,2,36353.14,30.370209,1197,24,0.8276,29
2015/12/28,685,1,13304.00,26.240631,507,30,1.0000,32
2015/12/28,693,1,2761.50,26.810680,103,16,1.0000,16
2015/12/28,701,2,2422.00,23.288462,104,27,0.9310,29
2015/12/28,703,2,1669.00,29.803571,56,22,0.7586,29
2015/12/28,708,2,15301.00,27.870674,549,29,1.0000,29
2015/12/28,722,1,8500.50,24.782799,343,25,1.0000,25
2015/12/28,737,1,17122.40,32.676336,524,30,1.0000,32
2015/12/28,755,1,2683.00,25.798077,104,28,0.9655,29
2015/12/28,761,1,40327.30,30.095000,1340,30,1.0000,32
2015/12/28,766,1,2751.00,31.620690,87,29,0.9667,30
2015/12/28,770,1,5695.00,30.951087,184,22,0.9167,24
2015/12/28,775,1,8883.00,50.760000,175,24,0.9600,25
2015/12/28,779,2,6884.00,28.329218,243,19,1.0000,19
2015/12/28,782,2,7040.10,26.973563,261,28,1.0000,28
2015/12/28,789,1,9985.30,24.839055,402,30,1.0000,30
2015/12/28,791,1,8816.00,32.895522,268,27,1.0000,27
2015/12/28,802,1,1460.00,33.953488,43,15,0.7895,19
2015/12/28,805,1,31.00,31.000000,1,1,0.0385,26
2015/12/28,812,1,8679.80,27.039875,321,25,0.8333,31
2015/12/28,818,1,481.00,26.722222,18,3,0.1000,32
2015/12/28,828,1,2049.00,37.254545,55,21,0.7000,32
2015/12/28,829,1,49011.50,32.223208,1521,29,1.0000,29
2015/12/28,833,1,411.33,27.422000,15,6,0.2727,22
2015/12/28,848,1,11079.00,27.154412,408,21,1.0000,21
2015/12/28,850,1,3756.50,27.621324,136,18,0.6429,28
2015/12/28,851,1,17041.00,32.520992,524,24,1.0000,24
2015/12/28,854,1,5275.00,55.526316,95,26,1.0000,26
2015/12/28,867,1,2991.00,40.418919,74,19,1.0000,19
2015/12/28,884,1,8153.40,24.933945,327,28,0.9333,32
2015/12/28,888,1,17373.00,35.820619,485,29,1.0000,29
2015/12/28,890,1,13652.00,28.985138,471,28,0.9655,29
2015/12/28,894,1,8996.00,25.776504,349,22,0.9565,23
2015/12/28,900,1,9566.00,27.889213,343,29,1.0000,29
2015/12/28,903,1,11278.00,26.788599,421,22,1.0000,22
2015/12/28,911,1,13176.00,35.610811,370,21,1.0000,21
2015/12/28,916,1,1813.00,30.728814,59,5,1.0000,5
2015/12/28,926,1,9476.00,27.870588,340,22,1.0000,22
2015/12/28,928,1,2918.00,32.786517,89,25,0.9259,27
2015/12/28,929,1,24444.20,23.824756,1026,30,1.0000,32
2015/12/28,931,1,8118.70,27.152843,299,20,1.0000,20
2015/12/28,941,1,7126.50,39.812849,179,29,0.9667,30
2015/12/28,945,1,6518.00,35.813187,182,18,0.6000,30
2015/12/28,948,1,3546.00,33.140187,107,26,0.8667,32
2015/12/28,955,1,15804.00,25.823529,612,26,1.0000,26
2015/12/28,956,1,24806.00,25.132725,987,30,1.0000,31
2015/12/28,978,1,3666.00,23.202532,158,25,1.0000,25
2015/12/28,980,1,8095.00,43.994565,184,20,0.6897,29
2015/12/28,984,1,19010.00,25.516779,745,21,1.0000,21
2015/12/28,989,1,1247.00,29.000000,43,7,0.2333,32
2015/12/28,996,1,12795.00,33.671053,380,30,1.0000,31
2015/12/28,1004,1,5571.00,24.650442,226,26,1.0000,26
2015/12/28,1011,1,14077.00,24.959220,564,30,1.0000,32
2015/12/28,1012,1,28167.00,26.324299,1070,30,1.0000,31
2015/12/28,1014,1,1130.00,33.235294,34,4,1.0000,4
2015/12/28,1019,1,27957.00,26.985521,1036,30,1.0000,32
2015/12/28,1039,1,3330.00,25.037594,133,21,1.0000,21
2015/12/28,1040,1,5598.00,31.449438,178,15,1.0000,15
2015/12/28,1049,1,2781.50,28.095960,99,16,0.5333,32
2015/12/28,1051,1,4052.00,34.632479,117,18,0.9474,19
2015/12/28,1060,1,12248.00,31.007595,395,30,1.0000,32
2015/12/28,1068,1,17240.50,24.735294,697,30,1.0000,32
2015/12/28,1069,1,769.00,54.928571,14,10,0.6667,15
2015/12/28,1091,1,39000.00,30.903328,1262,30,1.0000,31
2015/12/28,1094,1,25071.50,32.816099,764,30,1.0000,31
2015/12/28,1095,1,10994.00,27.832911,395,26,1.0000,26
2015/12/28,1113,1,5309.00,34.474026,154,25,0.9615,26
2015/12/28,1126,1,23919.00,38.766613,617,24,1.0000,24
2015/12/28,1128,1,26777.00,36.234100,739,16,0.9412,17
2015/12/28,1132,1,6861.00,25.317343,271,22,0.9565,23
2015/12/28,1142,1,9990.00,29.732143,336,24,0.8276,29
2015/12/28,1143,1,572.00,28.600000,20,11,0.5000,22
2015/12/28,1149,1,17984.50,32.818431,548,29,1.0000,29
2015/12/28,1170,1,11724.00,28.047847,418,26,1.0000,26
2015/12/28,1179,2,12738.00,28.560538,446,24,1.0000,24
2015/12/28,1180,1,42877.00,27.662581,1550,22,1.0000,22
2015/12/28,1181,1,20544.10,26.271228,782,30,1.0000,32
2015/12/28,1194,1,1315.00,29.222222,45,10,0.4545,22
2015/12/28,1237,2,7337.00,27.174074,270,28,1.0000,28
2015/12/28,1241,1,46328.00,27.891632,1661,30,1.0000,32
2015/12/28,1242,1,4656.00,35.007519,133,20,1.0000,20
2015/12/28,1246,1,8416.50,23.842776,353,29,0.9667,31
2015/12/28,1258,1,1187.00,25.255319,47,19,0.7600,25
2015/12/28,1275,1,2359.00,35.208955,67,20,0.6667,32
2015/12/28,1278,1,2845.00,25.176991,113,20,0.9524,21
2015/12/28,1283,1,22997.00,32.712660,703,22,1.0000,22
2015/12/28,1292,1,1823.50,24.313333,75,11,1.0000,11
2015/12/28,1305,1,5180.00,28.938547,179,27,0.9000,32
2015/12/28,1308,1,38179.00,39.319258,971,17,1.0000,17
2015/12/28,1312,1,6722.00,34.649485,194,14,1.0000,14
2015/12/28,1314,1,57543.00,25.597420,2248,24,1.0000,24
2015/12/28,1317,1,10563.00,34.861386,303,30,1.0000,31
2015/12/28,1341,1,22253.50,24.214908,919,26,1.0000,26
2015/12/28,1347,1,31236.00,32.914647,949,30,1.0000,32
2015/12/28,1348,1,2877.50,31.620879,91,24,0.9600,25
2015/12/28,1353,1,1552.00,23.876923,65,12,0.4000,32
2015/12/28,1365,1,1485.00,35.357143,42,7,0.2692,26
2015/12/28,1381,1,22122.00,34.673981,638,30,1.0000,30
2015/12/28,1386,1,2285.00,27.530120,83,24,0.8000,30
2015/12/28,1388,1,1357.20,32.314286,42,14,0.7778,18
2015/12/28,1419,1,10870.50,24.593891,442,15,1.0000,15
2015/12/28,1422,1,8551.00,26.149847,327,14,1.0000,14
2015/12/28,1424,1,1475.00,26.339286,56,9,0.3750,24
2015/12/28,1430,1,18038.00,25.298738,713,30,1.0000,31
2015/12/28,1431,1,17776.00,28.717286,619,22,1.0000,22
2015/12/28,1444,1,4243.00,32.389313,131,17,0.5667,32
2015/12/28,1447,1,18074.60,32.743841,552,30,1.0000,32
2015/12/28,1452,1,8647.50,33.388031,259,30,1.0000,32
2015/12/28,1455,1,7444.00,23.335423,319,22,1.0000,22
2015/12/28,1459,1,5757.00,37.383117,154,29,1.0000,29
2015/12/28,1492,1,22288.00,25.014590,891,30,1.0000,32
2015/12/28,1495,1,9948.00,34.541667,288,30,1.0000,30
2015/12/28,1497,1,9415.50,27.291304,345,23,1.0000,23
2015/12/28,1501,1,11965.00,32.870879,364,29,1.0000,29
2015/12/28,1510,1,14375.00,36.300505,396,26,0.9630,27
2015/12/28,1518,1,43001.00,24.036333,1789,28,1.0000,28
2015/12/28,1522,1,2387.00,23.174757,103,6,1.0000,6
2015/12/28,1525,1,12792.00,31.585185,405,29,1.0000,29
2015/12/28,1533,1,15484.50,29.550573,524,29,0.9667,31
2015/12/28,1537,1,7889.00,34.600877,228,25,0.8621,29
2015/12/28,1539,1,991.50,24.787500,40,15,0.5769,26
2015/12/28,1544,1,1787.00,55.843750,32,16,0.6667,24
2015/12/28,1545,1,7525.00,36.529126,206,25,0.9259,27
2015/12/28,1571,1,25780.00,26.938349,957,29,1.0000,29
2015/12/28,1572,1,5001.00,34.972028,143,21,0.9545,22
2015/12/28,1575,1,6840.50,26.825490,255,7,1.0000,7
2015/12/28,1581,2,10414.00,32.748428,318,29,1.0000,29
2015/12/28,1585,1,31.00,31.000000,1,1,0.0385,26
2015/12/28,1608,1,873.00,51.352941,17,10,0.3571,28
2015/12/28,1610,1,15433.00,29.009398,532,23,1.0000,23
2015/12/28,1613,1,16691.00,26.964459,619,30,1.0000,32
2015/12/28,1615,2,34913.00,27.819124,1255,28,1.0000,28
2015/12/28,1636,1,6358.00,28.900000,220,27,1.0000,27
2015/12/28,1648,1,18001.00,36.146586,498,20,0.9091,22
2015/12/28,1652,1,20538.20,31.990966,642,29,1.0000,29
2015/12/28,1654,1,365.50,28.115385,13,5,0.1852,27
2015/12/28,1678,2,21943.00,30.224518,726,19,0.6552,29
2015/12/28,1680,1,2120.00,30.285714,70,26,0.8667,32
2015/12/28,1681,1,8510.00,27.629870,308,27,0.9310,29
2015/12/28,1683,2,4579.00,27.584337,166,29,1.0000,29
2015/12/28,1691,2,249.00,24.900000,10,3,1.0000,3
2015/12/28,1693,1,7991.50,26.287829,304,25,1.0000,25
2015/12/28,1698,1,2745.00,31.193182,88,18,0.7500,24
2015/12/28,1703,1,667.00,23.000000,29,18,0.7500,24
2015/12/28,1713,2,74565.00,27.193654,2742,29,1.0000,29
2015/12/28,1724,1,6634.00,38.795322,171,11,1.0000,11
2015/12/28,1727,2,2887.00,31.725275,91,17,0.6071,28
2015/12/28,1729,1,10529.00,31.058997,339,10,0.3846,26
2015/12/28,1730,1,3112.00,25.096774,124,24,0.9231,26
2015/12/28,1735,1,629.00,33.105263,19,13,0.5417,24
2015/12/28,1737,1,11820.00,30.385604,389,27,1.0000,27
2015/12/28,1739,1,15160.00,24.530744,618,30,1.0000,31
2015/12/28,1749,1,6244.64,49.170394,127,14,1.0000,14
2015/12/28,1762,1,23536.50,25.921256,908,26,0.8667,30
2015/12/28,1767,1,4041.00,35.139130,115,25,0.8333,32
2015/12/28,1771,2,6474.00,29.561644,219,16,1.0000,16
2015/12/28,1813,1,9915.00,31.881029,311,9,0.3462,26
2015/12/28,1815,1,2389.00,55.558140,43,20,0.6667,31
2015/12/28,1817,1,8068.00,34.478632,234,26,1.0000,26
2015/12/28,1820,1,9303.00,27.281525,341,12,0.4800,25
2015/12/28,1831,1,5024.00,24.388350,206,19,1.0000,19
2015/12/28,1837,1,1308.50,24.231481,54,12,0.7059,17
2015/12/28,1853,1,11980.00,30.639386,391,26,0.8667,32
2015/12/28,1854,1,6314.00,26.090909,242,25,0.8333,32
2015/12/28,1855,1,7242.00,35.155340,206,29,0.9667,32
2015/12/28,1857,2,9794.00,34.364912,285,27,0.9310,29
2015/12/28,1866,1,6010.00,28.349057,212,26,1.0000,26
2015/12/28,1877,1,5984.50,23.938000,250,30,1.0000,32
2015/12/28,1881,1,6540.00,23.028169,284,29,1.0000,29
2015/12/28,1882,1,17678.00,28.104928,629,26,0.9630,27
2015/12/28,1884,1,7965.00,30.752896,259,27,0.9000,31
2015/12/28,1885,1,21167.70,25.503253,830,30,1.0000,30
2015/12/28,1886,1,5834.90,24.413808,239,17,1.0000,17
2015/12/28,1891,1,969.00,35.888889,27,2,1.0000,2
2015/12/28,1892,1,5434.00,25.041475,217,22,1.0000,22
2015/12/28,1895,1,5082.00,24.911765,204,11,1.0000,11
2015/12/28,1896,1,5866.10,43.452593,135,25,1.0000,25
2015/12/28,1904,2,15817.00,30.772374,514,25,1.0000,25
2015/12/28,1907,2,2798.00,44.412698,63,20,0.7407,27
2015/12/28,1909,2,220.10,22.010000,10,9,0.3214,28
2015/12/28,1922,1,206.00,29.428571,7,5,0.2174,23
2015/12/28,1936,2,9472.00,28.616314,331,28,1.0000,28
2015/12/28,1952,1,7966.00,23.850299,334,27,0.9000,32
2015/12/28,1957,1,4326.00,24.033333,180,30,1.0000,32
2015/12/28,1958,1,8092.00,25.366771,319,11,1.0000,11
2015/12/28,1960,1,9255.00,27.960725,331,30,1.0000,32
2015/12/28,1974,1,5411.00,28.036269,193,23,0.7931,29
2015/12/28,1996,1,6664.00,24.500000,272,22,1.0000,22
2015/12/28,1997,1,5694.00,27.507246,207,22,1.0000,22
2015/12/28,1998,1,5135.00,25.675000,200,26,1.0000,26
2015/12/28,2007,1,5746.00,23.357724,246,19,1.0000,19
2015/12/28,2018,2,298.00,37.250000,8,4,0.8000,5
2015/12/28,2027,1,2643.00,71.432432,37,19,0.6552,29
2015/12/28,2028,1,20090.00,28.058659,716,30,1.0000,32
2015/12/28,2032,1,5800.00,28.019324,207,30,1.0000,31
2015/12/28,2073,2,12722.30,26.123819,487,24,0.8889,27
2015/12/28,2098,1,1209.00,29.487805,41,4,1.0000,4
2015/12/28,2101,1,7193.00,34.252381,210,17,0.9444,18
2015/12/28,2104,1,7208.00,30.158996,239,17,0.8500,20
2015/12/28,2108,1,10821.50,24.263453,446,28,0.9333,30
2015/12/28,2116,1,4375.50,29.969178,146,26,0.9630,27
2015/12/28,2123,1,5632.50,33.526786,168,8,1.0000,8
2015/12/28,2124,1,71.00,71.000000,1,1,0.0500,20
2015/12/28,2135,1,4805.00,34.568345,139,28,1.0000,28
2015/12/28,2137,1,1236.00,23.769231,52,6,1.0000,6
2015/12/28,2145,2,2121.00,22.806452,93,22,0.8148,27
2015/12/28,2146,1,5103.00,25.515000,200,7,1.0000,7
2015/12/28,2168,1,31.00,31.000000,1,1,0.0385,26
2015/12/28,2171,2,34434.40,30.232133,1139,29,1.0000,29
2015/12/28,2189,1,11002.00,25.705607,428,26,1.0000,26
2015/12/28,2193,1,4887.00,32.151316,152,13,0.9286,14
2015/12/28,2220,2,834.00,30.888889,27,2,0.0690,29
2015/12/28,2234,1,3761.00,34.504587,109,24,0.8276,29
2015/12/28,2240,1,6681.00,23.775801,281,23,0.7667,32
2015/12/28,2242,1,26892.20,24.854159,1082,27,1.0000,27
2015/12/28,2266,1,980.00,61.250000,16,12,0.4138,29
2015/12/28,2269,2,6020.00,26.060606,231,29,1.0000,29
2015/12/28,2284,1,7443.00,24.087379,309,28,1.0000,28
2015/12/28,2286,1,2906.00,25.946429,112,12,1.0000,12
2015/12/28,2296,1,18599.00,38.828810,479,27,1.0000,27
2015/12/28,2300,1,6572.00,29.470852,223,25,0.9615,26
2015/12/28,2322,1,21508.00,34.523274,623,25,0.8333,32
2015/12/28,2325,1,13085.00,27.547368,475,22,1.0000,22
2015/12/28,2330,1,7913.00,24.962145,317,29,1.0000,29
2015/12/28,2333,2,29725.00,22.795245,1304,20,0.6897,29
2015/12/28,2336,1,7957.00,38.254808,208,28,1.0000,28
2015/12/28,2358,1,7394.00,23.034268,321,29,1.0000,29
2015/12/28,2364,2,1778.00,37.829787,47,15,0.7143,21
2015/12/28,2371,1,30499.00,28.450560,1072,30,1.0000,31
2015/12/28,2376,1,7627.00,42.608939,179,28,0.9333,30
2015/12/28,2379,1,16160.00,27.068677,597,30,1.0000,32
2015/12/28,2394,5,6529.00,42.953947,152,27,0.9000,85
2015/12/28,2403,1,9503.00,33.939286,280,30,1.0000,30
2015/12/28,2420,1,3697.00,29.576000,125,27,0.9310,29
2015/12/28,2422,1,12590.50,32.200767,391,28,0.9333,30
2015/12/28,2433,1,28023.10,23.045313,1216,25,0.8333,31
2015/12/28,2434,1,9478.92,24.430206,388,30,1.0000,32
2015/12/28,2454,1,19539.00,29.381955,665,29,1.0000,29
2015/12/28,2455,2,5335.00,33.136646,161,29,1.0000,29
2015/12/28,2467,1,3724.00,34.803738,107,26,0.9286,28
2015/12/28,2474,1,27904.00,27.545903,1013,30,1.0000,32
2015/12/28,2482,1,5027.00,26.457895,190,20,1.0000,20
2015/12/28,2498,1,6861.00,28.587500,240,27,0.9643,28
2015/12/28,2509,5,6721.00,38.187500,176,25,0.8333,78
2015/12/28,2523,1,3656.00,38.484211,95,12,0.9231,13
2015/12/28,2527,2,16089.05,28.730446,560,26,1.0000,26
2015/12/28,2538,1,866.00,25.470588,34,2,0.2000,10
2015/12/28,2553,5,39384.00,30.720749,1282,30,1.0000,85
2015/12/28,2555,1,11416.50,23.251527,491,30,1.0000,32
2015/12/28,2565,1,797.00,41.947368,19,7,0.7000,10
2015/12/28,2569,2,7854.00,33.279661,236,29,1.0000,29
2015/12/28,2575,5,8739.00,35.237903,248,30,1.0000,84
2015/12/28,2588,5,39193.00,27.198473,1441,30,1.0000,86
2015/12/28,2599,1,14745.00,29.908722,493,30,1.0000,31
2015/12/28,2604,1,19745.00,27.809859,710,30,1.0000,31
2015/12/28,2608,1,7117.00,23.882550,298,21,0.7000,32
2015/12/28,2614,1,44.00,44.000000,1,1,0.0333,30
2015/12/28,2629,5,32633.00,25.238206,1293,30,1.0000,85
2015/12/28,2630,1,890.50,29.683333,30,6,1.0000,6
2015/12/28,2634,1,8624.50,35.346311,244,21,1.0000,21
2015/12/28,2642,1,4292.00,37.000000,116,16,0.5926,27
2015/12/28,2643,2,6286.00,30.514563,206,24,0.9231,26
2015/12/28,2648,1,16002.00,33.337500,480,30,1.0000,30
2015/12/28,2653,1,13470.00,31.694118,425,30,1.0000,32
2015/12/28,2654,1,1944.00,31.354839,62,1,1.0000,1
2015/12/28,2658,1,16247.00,31.364865,518,28,1.0000,28
2015/12/28,2677,1,16967.20,30.407168,558,29,1.0000,29
2015/12/28,2684,1,13644.62,27.234770,501,27,1.0000,27
2015/12/28,2697,5,12942.50,32.518844,398,30,1.0000,83
2015/12/28,2705,1,23516.00,32.038147,734,30,1.0000,32
2015/12/28,2710,1,11744.50,41.208772,285,26,0.9286,28
2015/12/28,2725,1,4845.00,31.461039,154,22,1.0000,22
2015/12/28,2753,1,2960.00,29.019608,102,10,1.0000,10
2015/12/28,2755,1,7175.00,31.060606,231,28,1.0000,28
2015/12/28,2763,1,2968.00,27.738318,107,14,0.4667,32
2015/12/28,2767,1,1275.00,45.535714,28,15,0.6250,24
2015/12/28,2777,5,32462.00,29.140036,1114,30,1.0000,84
2015/12/28,2780,1,4145.00,39.103774,106,21,1.0000,21
2015/12/28,2796,1,11489.00,52.944700,217,22,1.0000,22
2015/12/28,2800,1,1925.00,24.367089,79,15,0.5000,32
2015/12/28,2818,1,779.00,29.961538,26,3,0.1667,18
2015/12/28,2827,1,10955.50,27.526382,398,13,1.0000,13
2015/12/28,2830,5,19366.50,25.549472,758,30,1.0000,85
2015/12/28,2832,1,17137.00,25.731231,666,30,1.0000,30
2015/12/28,2834,2,9588.00,24.335025,394,29,1.0000,29
2015/12/28,2837,1,2210.00,27.974684,79,24,0.9600,25
2015/12/28,2839,2,5786.00,21.751880,266,22,0.8148,27
2015/12/28,2846,1,3539.00,25.832117,137,13,0.9286,14
2015/12/28,2849,2,13119.00,25.723529,510,25,0.8621,29
2015/12/28,2854,1,12601.80,22.543470,559,28,1.0000,28
2015/12/28,2855,5,40130.00,33.028807,1215,30,1.0000,84
2015/12/28,2867,1,12955.50,31.218072,415,28,0.9655,29
2015/12/28,2873,1,22525.10,29.993475,751,30,1.0000,32
2015/12/28,2880,5,19815.00,36.424632,544,30,1.0000,84
2015/12/28,2891,1,15628.00,33.826840,462,30,1.0000,32
2015/12/28,2922,1,3212.00,32.444444,99,23,0.7667,32
2015/12/28,2940,1,4359.00,26.907407,162,29,0.9667,31
2015/12/28,2953,2,7297.02,36.123861,202,28,0.9655,29
2015/12/28,2966,1,5590.00,31.761364,176,14,0.5000,28
2015/12/28,2974,5,12961.00,28.674779,452,28,0.9333,83
2015/12/28,2984,5,45172.00,26.760664,1688,30,1.0000,73
2015/12/28,3009,5,48582.00,23.458233,2071,29,0.9667,85
2015/12/28,3012,5,26228.00,35.684354,735,30,1.0000,83
2015/12/28,3019,5,14059.00,33.080000,425,30,1.0000,73
2015/12/28,3020,1,4680.00,33.913043,138,30,1.0000,32
2015/12/28,3027,5,2479.00,31.782051,78,21,0.7000,85
2015/12/28,3035,1,9855.00,25.399485,388,18,1.0000,18
2015/12/28,3038,1,1166.00,27.761905,42,9,1.0000,9
2015/12/28,3039,2,112.00,22.400000,5,3,0.1154,26
2015/12/28,3043,2,5042.00,28.325843,178,19,0.6786,28
2015/12/28,3059,1,1772.50,32.227273,55,22,0.7857,28
2015/12/28,3064,1,7393.00,27.793233,266,21,1.0000,21
2015/12/28,3065,5,30417.50,25.453975,1195,30,1.0000,83
2015/12/28,3073,1,21837.77,25.966433,841,30,1.0000,32
2015/12/28,3087,1,5508.50,30.946629,178,24,1.0000,24
2015/12/28,3097,5,36966.00,24.644000,1500,30,1.0000,83
2015/12/28,3098,5,10854.50,33.920313,320,30,1.0000,83
2015/12/28,3103,2,13076.00,33.187817,394,14,0.7368,19
2015/12/28,3115,1,6408.00,47.117647,136,28,0.9655,29
2015/12/28,3127,1,11748.00,25.318966,464,30,1.0000,32
2015/12/28,3129,5,31301.00,36.609357,855,30,1.0000,85
2015/12/28,3141,1,3953.50,28.648551,138,10,0.8333,12
2015/12/28,3149,1,16626.00,24.667656,674,30,1.0000,30
2015/12/28,3158,5,36283.00,34.456790,1053,22,1.0000,22
2015/12/28,3168,5,4758.00,30.305732,157,13,1.0000,13
2015/12/28,3186,2,9130.10,31.483103,290,29,1.0000,29
2015/12/28,3189,5,20403.50,34.407251,593,30,1.0000,82
2015/12/28,3220,5,10849.00,30.646893,354,28,0.9333,31
2015/12/28,3224,5,13931.00,29.767094,468,30,1.0000,73
2015/12/28,3227,8,3447.00,25.533333,135,2,1.0000,2
2015/12/28,3228,2,715.00,26.481481,27,5,1.0000,5
2015/12/28,3233,2,9590.50,25.506649,376,28,1.0000,28
2015/12/28,3245,1,4622.80,39.511111,117,20,0.6897,29
2015/12/28,3246,2,98.00,98.000000,1,1,0.1667,6
2015/12/28,3249,2,12475.00,28.546911,437,28,0.9655,29
2015/12/28,3258,2,254.00,31.750000,8,6,0.2500,24
2015/12/28,3268,6,16810.00,32.326923,520,22,1.0000,22
2015/12/28,3281,1,1544.00,28.592593,54,16,0.8000,20
2015/12/28,3283,5,9117.50,34.276316,266,14,0.4667,84
2015/12/28,3284,1,6296.00,24.984127,252,17,0.5667,31
2015/12/28,3291,1,19955.00,26.821237,744,30,1.0000,31
2015/12/28,3294,1,11734.10,37.251111,315,30,1.0000,32
2015/12/28,3299,5,41532.00,27.127368,1531,30,1.0000,84
2015/12/28,3315,2,6695.00,26.673307,251,29,1.0000,29
2015/12/28,3328,1,7599.00,55.875000,136,26,1.0000,26
2015/12/28,3329,1,8145.00,32.066929,254,30,1.0000,30
2015/12/28,3333,6,7312.00,27.592453,265,13,1.0000,13
2015/12/28,3335,1,8393.40,23.510924,357,26,1.0000,26
2015/12/28,3354,5,45398.00,25.347850,1791,30,1.0000,85
2015/12/28,3363,2,591.00,32.833333,18,8,0.3077,26
2015/12/28,3365,2,19978.00,32.170692,621,20,1.0000,20
2015/12/28,3373,2,16936.00,33.536634,505,27,1.0000,27
2015/12/28,3380,1,19596.00,34.930481,561,14,1.0000,14
2015/12/28,3401,1,7382.39,31.958398,231,25,1.0000,25
2015/12/28,3411,2,19179.00,25.503989,752,27,1.0000,27
2015/12/28,3416,2,155.00,25.833333,6,5,0.3846,13
2015/12/28,3429,1,3370.00,24.962963,135,29,0.9667,31
2015/12/28,3430,1,10577.50,25.549517,414,21,1.0000,21
2015/12/28,3431,2,335.00,25.769231,13,7,0.2414,29
2015/12/28,3481,1,7830.00,25.927152,302,30,1.0000,32
2015/12/28,3486,5,15294.00,34.138393,448,30,1.0000,80
2015/12/28,3489,5,30403.00,34.470522,882,25,0.8333,80
2015/12/28,3514,2,3086.30,40.081818,77,15,0.7500,20
2015/12/28,3535,1,25757.00,33.064185,779,21,1.0000,21
