supplier_id,wee,order_num
88627,1,7
88847,1,87
88879,1,138
88907,1,34
88967,1,84
89044,1,19
89227,1,150
89251,1,507
89328,1,145
89426,1,43
89620,1,36
89639,1,87
89645,1,30
89682,1,51
89716,1,260
89840,1,72
89877,1,168
90015,1,5
90141,1,39
90148,1,18
90154,1,57
90228,1,19
90268,1,95
90742,1,57
90776,1,33
90819,1,324
90882,1,297
91033,1,105
91162,1,42
91185,1,12
91207,1,5
91330,1,51
91354,1,23
91604,1,361
91672,1,132
91694,1,8
91709,1,515
91754,1,3
91795,1,74
91844,1,243
91852,1,19
91867,1,180
91934,1,70
91991,1,75
92070,1,39
92083,1,24
92187,1,43
92268,1,9
92305,1,240
92339,1,50
92377,1,17
92511,1,15
92799,1,4
92902,1,43
93006,1,22
93109,1,53
93231,1,3
93252,1,133
93270,1,27
93317,1,5
93334,1,20
93359,1,9
93436,1,160
93482,1,51
93503,1,63
93677,1,1
93759,1,59
93787,1,16
93820,1,43
93854,1,105
93863,1,184
93968,1,106
94005,1,47
94066,1,87
94311,1,127
94451,1,7
94575,1,92
94629,1,72
94641,1,79
94644,1,8
94729,1,39
94734,1,84
94806,1,1
94856,1,61
94883,1,102
94921,1,80
94947,1,95
94963,1,17
95020,1,130
95024,1,3
95050,1,56
95115,1,25
95267,1,143
95287,1,128
95526,1,44
95551,1,14
95565,1,4
95578,1,38
95622,1,421
95633,1,445
95667,1,2
95835,1,123
95846,1,86
96010,1,2
96034,1,81
96093,1,85
96112,1,84
96223,1,45
96259,1,30
96434,1,63
96744,1,61
96760,1,102
96804,1,51
96806,1,32
96808,1,57
96838,1,54
96881,1,1
97028,1,2
97106,1,10
97131,1,191
97177,1,362
97226,1,5
97291,1,136
97427,1,298
97440,1,53
97482,1,79
97488,1,72
97569,1,2
97589,1,8
97657,1,90
97782,1,236
98083,1,111
98086,1,5
98131,1,5
98183,1,22
98373,1,16
98437,1,20
98631,1,69
98654,1,28
98670,1,51
98675,1,36
98676,1,41
98680,1,30
98683,1,467
98688,1,4
98736,1,166
98760,1,73
98768,1,49
98772,1,13
98792,1,29
98909,1,86
98915,1,233
99014,1,1
99064,1,521
99085,1,56
99107,1,104
99127,1,8
99135,1,24
99173,1,13
99365,1,31
99374,1,20
99377,1,140
99445,1,1
99525,1,2
99608,1,8
99720,1,88
99740,1,64
99880,1,149
99993,1,46
100033,1,334
100078,1,125
100121,1,87
100174,1,42
100187,1,7
100296,1,215
100322,1,50
100346,1,32
100576,1,47
100585,1,4
100643,1,31
100679,1,43
100696,1,10
100806,1,46
100917,1,42
101028,1,206
101045,1,71
101088,1,57
101194,1,12
101243,1,23
101289,1,94
101315,1,200
101373,1,217
101383,1,61
101429,1,132
101710,1,4
101724,1,90
101837,1,148
101860,1,19
101982,1,203
102061,1,81
102076,1,69
102085,1,5
102093,1,63
102231,1,37
102239,1,96
102302,1,13
102797,1,92
102810,1,90
102970,1,9
103072,1,27
103123,1,11
103174,1,134
103340,1,102
103399,1,317
103406,1,43
103415,1,4
103465,1,21
103472,1,64
103491,1,86
103522,1,8
103557,1,36
103572,1,2
103585,1,3
103713,1,189
103783,1,186
103821,1,32
103860,1,8
103916,1,80
103918,1,22
103938,1,263
103999,1,89
104055,1,52
104066,1,133
104075,1,26
104088,1,15
104100,1,398
104105,1,222
104160,1,1
104169,1,365
104274,1,114
104307,1,25
104325,1,1
104425,1,16
104466,1,25
104559,1,1
104713,1,48
104730,1,231
104762,1,55
104789,1,27
104792,1,1
104793,1,255
104805,1,9
104857,1,23
104869,1,164
104870,1,146
105052,1,2
105128,1,5
105196,1,42
105221,1,61
105231,1,115
105247,1,47
105293,1,2
105310,1,16
105344,1,124
105431,1,6
105476,1,113
105479,1,80
105628,1,477
105680,1,81
105689,1,56
105694,1,58
105755,1,588
105873,1,199
105925,1,159
106075,1,437
106078,1,20
106143,1,52
106164,1,36
106198,1,247
106262,1,212
106282,1,337
106285,1,120
106351,1,40
106421,1,95
106469,1,14
106529,1,4
106551,1,87
106554,1,260
106560,1,11
106567,1,22
106568,1,16
106681,1,134
106698,1,136
106712,1,18
106729,1,72
106786,1,92
106797,1,257
106869,1,40
106878,1,1
106905,1,61
106919,1,1534
106933,1,20
106947,1,542
106978,1,112
106983,1,24
107041,1,63
107043,1,10
107044,1,20
107059,1,163
107122,1,198
107150,1,45
107171,1,24
107175,1,798
107178,1,103
107222,1,235
107294,1,67
107337,1,131
107345,1,29
107404,1,74
107456,1,62
107620,1,128
107627,1,85
107658,1,1
107661,1,55
107746,1,46
107786,1,24
107811,1,153
107815,1,51
107900,1,17
107917,1,63
107957,1,64
107961,1,6
107985,1,93
108018,1,181
108190,1,252
108191,1,59
108209,1,46
108211,1,86
108221,1,32
108250,1,3
108283,1,94
108305,1,1
108395,1,106
108414,1,244
108434,1,437
108470,1,2
108546,1,359
108560,1,52
108617,1,54
108618,1,3
108663,1,116
108888,1,3
108902,1,26
108921,1,25
108950,1,71
108967,1,121
108994,1,16
109015,1,83
109025,1,23
109042,1,87
109057,1,240
109059,1,1400
109063,1,73
109072,1,110
109085,1,10
109098,1,107
109165,1,13
109179,1,3
109180,1,40
109188,1,70
109196,1,24
109209,1,75
109219,1,158
109229,1,1
109263,1,149
109305,1,66
109332,1,39
109354,1,130
109372,1,74
109390,1,113
109398,1,156
109482,1,2
109504,1,36
109541,1,54
109567,1,92
109738,1,114
109761,1,10
109822,1,3
109854,1,4
109866,1,59
109918,1,27
109993,1,86
110045,1,170
110289,1,41
110310,1,105
110324,1,33
110352,1,89
110356,1,6
110358,1,38
110391,1,62
110503,1,25
110529,1,600
110552,1,17
110590,1,21
110601,1,65
110611,1,14
110633,1,22
110683,1,1
110687,1,1
110693,1,290
110714,1,49
110826,1,19
110835,1,263
110932,1,28
110960,1,51
111064,1,106
111121,1,1
111122,1,19
111126,1,29
111264,1,26
111304,1,118
111465,1,5
111564,1,6
111656,1,2
111957,1,107
111987,1,90
111997,1,11
112069,1,91
112071,1,117
112073,1,89
112135,1,11
112241,1,60
112296,1,265
112370,1,41
112373,1,312
112396,1,370
112408,1,24
112446,1,88
112451,1,128
112452,1,201
112562,1,61
112583,1,75
112651,1,121
112690,1,10
112728,1,23
112774,1,19
112811,1,2
112835,1,27
112889,1,3
112966,1,19
112978,1,325
112984,1,25
113049,1,7
113084,1,13
113133,1,282
113224,1,249
113332,1,151
113342,1,11
113354,1,137
113363,1,32
113448,1,17
113490,1,10
113495,1,43
113498,1,60
113499,1,212
113638,1,51
113822,1,429
113826,1,2
113907,1,242
113918,1,65
113935,1,190
114022,1,18
114023,1,24
114048,1,86
114064,1,9
114157,1,91
114179,1,34
114215,1,39
114221,1,65
114270,1,9
114652,1,20
114690,1,16
114755,1,95
114758,1,325
114783,1,29
114832,1,19
114852,1,177
114927,1,43
114951,1,164
114971,1,47
114994,1,30
115017,1,2
115018,1,74
115142,1,32
115153,1,257
115202,1,478
115206,1,35
115214,1,328
115242,1,1
115246,1,20
115268,1,121
115313,1,34
115454,1,266
115504,1,18
115520,1,47
115526,1,2
115548,1,10
115567,1,247
115613,1,83
115746,1,35
115835,1,140
115904,1,10
116152,1,119
116172,1,193
116192,1,35
116220,1,82
116294,1,71
116450,1,5
116461,1,90
116520,1,215
116541,1,40
116561,1,141
116568,1,24
116595,1,59
116617,1,7
116624,1,16
116641,1,47
116655,1,294
116702,1,2
116705,1,6
116790,1,2
116799,1,157
116800,1,53
116846,1,13
116873,1,1
116898,1,40
116956,1,80
116977,1,15
117044,1,49
117183,1,171
117213,1,42
117241,1,178
117284,1,1
117352,1,92
117373,1,110
117425,1,255
117479,1,320
117500,1,11
117571,1,169
117573,1,16
117574,1,7
117628,1,112
117639,1,195
117668,1,115
117681,1,3
117748,1,4
117876,1,104
117890,1,9
117901,1,69
117903,1,54
117940,1,126
117943,1,2
117962,1,20
118006,1,12
118045,1,20
118048,1,695
118087,1,17
118127,1,289
118149,1,2
118166,1,93
118172,1,2
118173,1,1
118197,1,10
118208,1,43
118289,1,9
118472,1,303
118490,1,42
118500,1,12
118548,1,217
118577,1,5
118578,1,42
118629,1,50
118632,1,27
118655,1,76
118659,1,3
118671,1,216
118677,1,276
118724,1,53
118737,1,12
119140,1,43
119143,1,12
119155,1,33
119167,1,22
119341,1,64
119502,1,34
119547,1,2
119571,1,81
119585,1,571
119604,1,11
119613,1,58
119616,1,59
119618,1,201
119675,1,37
119721,1,72
119740,1,523
119747,1,53
119749,1,2
119750,1,3
119801,1,2
119804,1,4
119857,1,16
119869,1,124
119928,1,3
119937,1,3
119938,1,32
119998,1,74
120006,1,47
120011,1,32
120047,1,26
120076,1,144
120084,1,3
120101,1,209
120108,1,335
120145,1,58
120204,1,9
120227,1,36
120244,1,106
120466,1,149
120499,1,35
120619,1,33
120672,1,75
120738,1,237
120753,1,74
120759,1,21
120806,1,57
120842,1,91
120859,1,78
120880,1,187
120948,1,10
120991,1,59
121008,1,69
121015,1,16
121049,1,99
121084,1,574
121171,1,2
121177,1,1
121247,1,67
121322,1,116
121329,1,88
121649,1,203
121837,1,41
121883,1,196
121915,1,9
121976,1,144
121977,1,201
121995,1,133
122085,1,241
122116,1,184
122147,1,299
122338,1,94
122379,1,60
122442,1,65
122449,1,69
122453,1,81
122568,1,237
122670,1,206
122686,1,25
122860,1,112
122864,1,4
122889,1,178
122899,1,813
123232,1,6
123259,1,49
123633,1,88
123666,1,6
123726,1,13
123739,1,33
123830,1,1
123873,1,14
123903,1,3
124092,1,23
124150,1,140
124221,1,8
124323,1,17
124463,1,25
124555,1,135
124602,1,1032
124696,1,66
125005,1,691
125064,1,292
125097,1,45
125190,1,17
125207,1,551
125239,1,18
125416,1,2
125430,1,80
125440,1,210
125453,1,219
125476,1,142
125512,1,50
125534,1,159
125559,1,504
125618,1,6
125619,1,11
125627,1,310
125641,1,32
125658,1,247
125661,1,160
125671,1,35
125679,1,52
125756,1,1
125763,1,200
125764,1,168
125782,1,449
125942,1,174
125975,1,46
125993,1,28
125999,1,131
126017,1,48
126036,1,53
126075,1,4
126083,1,19
126089,1,26
126091,1,64
126211,1,1
126237,1,21
126241,1,48
126262,1,8
126293,1,84
126367,1,24
126418,1,46
126533,1,2
126578,1,73
126629,1,178
126632,1,357
126643,1,75
126767,1,271
127027,1,14
127070,1,116
127219,1,491
127225,1,230
127235,1,1
127245,1,39
127313,1,36
127335,1,13
127336,1,261
127400,1,14
127411,1,211
127460,1,39
127512,1,12
127515,1,70
127558,1,153
127632,1,142
127687,1,73
127746,1,428
