create_dt,supplier_id,city_id,fee_per_user_label,order_shuliang_label,active_label,create_day_label
2015/12/28,1237,2,25-30yuan,200-500order,high,15-30day
2015/12/28,1241,1,25-30yuan,500+order,high,30+day
2015/12/28,1242,1,35-40yuan,100-200order,high,15-30day
2015/12/28,1246,1,20-25yuan,200-500order,high,30+day
2015/12/28,1258,1,25-30yuan,10-50order,low,15-30day
2015/12/28,1275,1,35-40yuan,50-100order,low,30+day
2015/12/28,1278,1,25-30yuan,100-200order,high,15-30day
2015/12/28,1283,1,30-35yuan,500+order,high,15-30day
2015/12/28,1292,1,20-25yuan,50-100order,high,7-15day
2015/12/28,1305,1,25-30yuan,100-200order,high,30+day
2015/12/28,1308,1,35-40yuan,500+order,high,15-30day
2015/12/28,1312,1,30-35yuan,100-200order,high,7-15day
2015/12/28,1314,1,25-30yuan,500+order,high,15-30day
2015/12/28,1317,1,30-35yuan,200-500order,high,30+day
2015/12/28,1341,1,20-25yuan,500+order,high,15-30day
2015/12/28,1347,1,30-35yuan,500+order,high,30+day
2015/12/28,1348,1,30-35yuan,50-100order,high,15-30day
2015/12/28,1353,1,20-25yuan,50-100order,low,30+day
2015/12/28,1365,1,35-40yuan,10-50order,low,15-30day
2015/12/28,1381,1,30-35yuan,500+order,high,30+day
2015/12/28,1386,1,25-30yuan,50-100order,low,30+day
2015/12/28,1388,1,30-35yuan,10-50order,low,15-30day
2015/12/28,1419,1,20-25yuan,200-500order,high,15-30day
2015/12/28,1422,1,25-30yuan,200-500order,high,7-15day
2015/12/28,1424,1,25-30yuan,50-100order,low,15-30day
2015/12/28,1430,1,25-30yuan,500+order,high,30+day
2015/12/28,1431,1,25-30yuan,500+order,high,15-30day
2015/12/28,1444,1,30-35yuan,100-200order,low,30+day
2015/12/28,1447,1,30-35yuan,500+order,high,30+day
2015/12/28,1452,1,30-35yuan,200-500order,high,30+day
2015/12/28,1455,1,20-25yuan,200-500order,high,15-30day
2015/12/28,1459,1,35-40yuan,100-200order,high,15-30day
2015/12/28,1492,1,25-30yuan,500+order,high,30+day
2015/12/28,1495,1,30-35yuan,200-500order,high,30+day
2015/12/28,1497,1,25-30yuan,200-500order,high,15-30day
2015/12/28,1501,1,30-35yuan,200-500order,high,15-30day
2015/12/28,1510,1,35-40yuan,200-500order,high,15-30day
2015/12/28,1518,1,20-25yuan,500+order,high,15-30day
2015/12/28,1522,1,20-25yuan,100-200order,high,3-7day
2015/12/28,1525,1,30-35yuan,200-500order,high,15-30day
2015/12/28,1533,1,25-30yuan,500+order,high,30+day
2015/12/28,1537,1,30-35yuan,200-500order,low,15-30day
2015/12/28,1539,1,20-25yuan,10-50order,low,15-30day
2015/12/28,1544,1,40+yuan,10-50order,low,15-30day
2015/12/28,1545,1,35-40yuan,200-500order,high,15-30day
2015/12/28,1571,1,25-30yuan,500+order,high,15-30day
2015/12/28,1572,1,30-35yuan,100-200order,high,15-30day
2015/12/28,1575,1,25-30yuan,200-500order,high,7-15day
2015/12/28,1581,2,30-35yuan,200-500order,high,15-30day
2015/12/28,1585,1,30-35yuan,0-10order,low,15-30day
2015/12/28,1608,1,40+yuan,10-50order,low,15-30day
2015/12/28,1610,1,25-30yuan,500+order,high,15-30day
2015/12/28,1613,1,25-30yuan,500+order,high,30+day
2015/12/28,1615,2,25-30yuan,500+order,high,15-30day
2015/12/28,1636,1,25-30yuan,200-500order,high,15-30day
2015/12/28,1648,1,35-40yuan,200-500order,high,15-30day
2015/12/28,1652,1,30-35yuan,500+order,high,15-30day
2015/12/28,1654,1,25-30yuan,10-50order,low,15-30day
2015/12/28,1678,2,30-35yuan,500+order,low,15-30day
2015/12/28,1680,1,30-35yuan,50-100order,low,30+day
2015/12/28,1681,1,25-30yuan,200-500order,high,15-30day
2015/12/28,1683,2,25-30yuan,100-200order,high,15-30day
2015/12/28,1691,2,20-25yuan,10-50order,high,3-7day
2015/12/28,1693,1,25-30yuan,200-500order,high,15-30day
2015/12/28,1698,1,30-35yuan,50-100order,low,15-30day
2015/12/28,1703,1,20-25yuan,10-50order,low,15-30day
2015/12/28,1713,2,25-30yuan,500+order,high,15-30day
2015/12/28,1724,1,35-40yuan,100-200order,high,7-15day
2015/12/28,1727,2,30-35yuan,50-100order,low,15-30day
2015/12/28,1729,1,30-35yuan,200-500order,low,15-30day
2015/12/28,1730,1,25-30yuan,100-200order,high,15-30day
2015/12/28,1735,1,30-35yuan,10-50order,low,15-30day
2015/12/28,1737,1,30-35yuan,200-500order,high,15-30day
2015/12/28,1739,1,20-25yuan,500+order,high,30+day
2015/12/28,1749,1,40+yuan,100-200order,high,7-15day
2015/12/28,1762,1,25-30yuan,500+order,low,30+day
2015/12/28,1767,1,35-40yuan,100-200order,low,30+day
2015/12/28,1771,2,25-30yuan,200-500order,high,15-30day
2015/12/28,1813,1,30-35yuan,200-500order,low,15-30day
2015/12/28,1815,1,40+yuan,10-50order,low,30+day
2015/12/28,1817,1,30-35yuan,200-500order,high,15-30day
2015/12/28,1820,1,25-30yuan,200-500order,low,15-30day
2015/12/28,1831,1,20-25yuan,200-500order,high,15-30day
2015/12/28,1837,1,20-25yuan,50-100order,low,15-30day
2015/12/28,1853,1,30-35yuan,200-500order,low,30+day
2015/12/28,1854,1,25-30yuan,200-500order,low,30+day
2015/12/28,1855,1,35-40yuan,200-500order,high,30+day
2015/12/28,1857,2,30-35yuan,200-500order,high,15-30day
2015/12/28,1866,1,25-30yuan,200-500order,high,15-30day
2015/12/28,1877,1,20-25yuan,200-500order,high,30+day
2015/12/28,1881,1,20-25yuan,200-500order,high,15-30day
2015/12/28,1882,1,25-30yuan,500+order,high,15-30day
2015/12/28,1884,1,30-35yuan,200-500order,high,30+day
2015/12/28,1885,1,25-30yuan,500+order,high,30+day
2015/12/28,1886,1,20-25yuan,200-500order,high,15-30day
2015/12/28,1891,1,35-40yuan,10-50order,high,0-3day
2015/12/28,1892,1,25-30yuan,200-500order,high,15-30day
2015/12/28,1895,1,20-25yuan,200-500order,high,7-15day
2015/12/28,1896,1,40+yuan,100-200order,high,15-30day
2015/12/28,1904,2,30-35yuan,500+order,high,15-30day
2015/12/28,1907,2,40+yuan,50-100order,low,15-30day
2015/12/28,1909,2,20-25yuan,10-50order,low,15-30day
2015/12/28,1922,1,25-30yuan,0-10order,low,15-30day
2015/12/28,1936,2,25-30yuan,200-500order,high,15-30day
2015/12/28,1952,1,20-25yuan,200-500order,high,30+day
2015/12/28,1957,1,20-25yuan,100-200order,high,30+day
2015/12/28,1958,1,25-30yuan,200-500order,high,7-15day
2015/12/28,1960,1,25-30yuan,200-500order,high,30+day
2015/12/28,1974,1,25-30yuan,100-200order,low,15-30day
2015/12/28,1996,1,20-25yuan,200-500order,high,15-30day
2015/12/28,1997,1,25-30yuan,200-500order,high,15-30day
2015/12/28,1998,1,25-30yuan,200-500order,high,15-30day
2015/12/28,2007,1,20-25yuan,200-500order,high,15-30day
2015/12/28,2018,2,35-40yuan,0-10order,low,3-7day
2015/12/28,2027,1,40+yuan,10-50order,low,15-30day
2015/12/28,2028,1,25-30yuan,500+order,high,30+day
2015/12/28,2032,1,25-30yuan,200-500order,high,30+day
2015/12/28,2073,2,25-30yuan,200-500order,low,15-30day
2015/12/28,2098,1,25-30yuan,10-50order,high,3-7day
2015/12/28,2101,1,30-35yuan,200-500order,high,15-30day
2015/12/28,2104,1,30-35yuan,200-500order,low,15-30day
2015/12/28,2108,1,20-25yuan,200-500order,high,30+day
2015/12/28,2116,1,25-30yuan,100-200order,high,15-30day
2015/12/28,2123,1,30-35yuan,100-200order,high,7-15day
2015/12/28,2124,1,40+yuan,0-10order,low,15-30day
2015/12/28,2135,1,30-35yuan,100-200order,high,15-30day
2015/12/28,2137,1,20-25yuan,50-100order,high,3-7day
2015/12/28,2145,2,20-25yuan,50-100order,low,15-30day
2015/12/28,2146,1,25-30yuan,200-500order,high,7-15day
2015/12/28,2168,1,30-35yuan,0-10order,low,15-30day
2015/12/28,2171,2,30-35yuan,500+order,high,15-30day
2015/12/28,2189,1,25-30yuan,200-500order,high,15-30day
2015/12/28,2193,1,30-35yuan,100-200order,high,7-15day
2015/12/28,2220,2,30-35yuan,10-50order,low,15-30day
2015/12/28,2234,1,30-35yuan,100-200order,low,15-30day
2015/12/28,2240,1,20-25yuan,200-500order,low,30+day
2015/12/28,2242,1,20-25yuan,500+order,high,15-30day
2015/12/28,2266,1,40+yuan,10-50order,low,15-30day
2015/12/28,2269,2,25-30yuan,200-500order,high,15-30day
2015/12/28,2284,1,20-25yuan,200-500order,high,15-30day
2015/12/28,2286,1,25-30yuan,100-200order,high,7-15day
2015/12/28,2296,1,35-40yuan,200-500order,high,15-30day
2015/12/28,2300,1,25-30yuan,200-500order,high,15-30day
2015/12/28,2322,1,30-35yuan,500+order,low,30+day
2015/12/28,2325,1,25-30yuan,200-500order,high,15-30day
2015/12/28,2330,1,20-25yuan,200-500order,high,15-30day
2015/12/28,2333,2,20-25yuan,500+order,low,15-30day
2015/12/28,2336,1,35-40yuan,200-500order,high,15-30day
2015/12/28,2358,1,20-25yuan,200-500order,high,15-30day
2015/12/28,2364,2,35-40yuan,10-50order,low,15-30day
2015/12/28,2371,1,25-30yuan,500+order,high,30+day
2015/12/28,2376,1,40+yuan,100-200order,high,30+day
2015/12/28,2379,1,25-30yuan,500+order,high,30+day
2015/12/28,2394,5,40+yuan,100-200order,high,30+day
2015/12/28,2403,1,30-35yuan,200-500order,high,30+day
2015/12/28,2420,1,25-30yuan,100-200order,high,15-30day
2015/12/28,2422,1,30-35yuan,200-500order,high,30+day
2015/12/28,2433,1,20-25yuan,500+order,low,30+day
2015/12/28,2434,1,20-25yuan,200-500order,high,30+day
2015/12/28,2454,1,25-30yuan,500+order,high,15-30day
2015/12/28,2455,2,30-35yuan,100-200order,high,15-30day
2015/12/28,2467,1,30-35yuan,100-200order,high,15-30day
2015/12/28,2474,1,25-30yuan,500+order,high,30+day
2015/12/28,2482,1,25-30yuan,100-200order,high,15-30day
2015/12/28,2498,1,25-30yuan,200-500order,high,15-30day
2015/12/28,2509,5,35-40yuan,100-200order,low,30+day
2015/12/28,2523,1,35-40yuan,50-100order,high,7-15day
2015/12/28,2527,2,25-30yuan,500+order,high,15-30day
2015/12/28,2538,1,25-30yuan,10-50order,low,7-15day
2015/12/28,2553,5,30-35yuan,500+order,high,30+day
2015/12/28,2555,1,20-25yuan,200-500order,high,30+day
2015/12/28,2565,1,40+yuan,10-50order,low,7-15day
2015/12/28,2569,2,30-35yuan,200-500order,high,15-30day
2015/12/28,2575,5,35-40yuan,200-500order,high,30+day
2015/12/28,2588,5,25-30yuan,500+order,high,30+day
2015/12/28,2599,1,25-30yuan,200-500order,high,30+day
2015/12/28,2604,1,25-30yuan,500+order,high,30+day
2015/12/28,2608,1,20-25yuan,200-500order,low,30+day
2015/12/28,2614,1,40+yuan,0-10order,low,30+day
2015/12/28,2629,5,25-30yuan,500+order,high,30+day
2015/12/28,2630,1,25-30yuan,10-50order,high,3-7day
2015/12/28,2634,1,35-40yuan,200-500order,high,15-30day
2015/12/28,2642,1,35-40yuan,100-200order,low,15-30day
2015/12/28,2643,2,30-35yuan,200-500order,high,15-30day
2015/12/28,2648,1,30-35yuan,200-500order,high,30+day
2015/12/28,2653,1,30-35yuan,200-500order,high,30+day
2015/12/28,2654,1,30-35yuan,50-100order,high,0-3day
2015/12/28,2658,1,30-35yuan,500+order,high,15-30day
2015/12/28,2677,1,30-35yuan,500+order,high,15-30day
2015/12/28,2684,1,25-30yuan,500+order,high,15-30day
2015/12/28,2697,5,30-35yuan,200-500order,high,30+day
2015/12/28,2705,1,30-35yuan,500+order,high,30+day
2015/12/28,2710,1,40+yuan,200-500order,high,15-30day
2015/12/28,2725,1,30-35yuan,100-200order,high,15-30day
2015/12/28,2753,1,25-30yuan,100-200order,high,7-15day
2015/12/28,2755,1,30-35yuan,200-500order,high,15-30day
2015/12/28,2763,1,25-30yuan,100-200order,low,30+day
2015/12/28,2767,1,40+yuan,10-50order,low,15-30day
2015/12/28,2777,5,25-30yuan,500+order,high,30+day
2015/12/28,2780,1,35-40yuan,100-200order,high,15-30day
2015/12/28,2796,1,40+yuan,200-500order,high,15-30day
2015/12/28,2800,1,20-25yuan,50-100order,low,30+day
2015/12/28,2818,1,25-30yuan,10-50order,low,15-30day
2015/12/28,2827,1,25-30yuan,200-500order,high,7-15day
2015/12/28,2830,5,25-30yuan,500+order,high,30+day
2015/12/28,2832,1,25-30yuan,500+order,high,30+day
2015/12/28,2834,2,20-25yuan,200-500order,high,15-30day
2015/12/28,2837,1,25-30yuan,50-100order,high,15-30day
2015/12/28,2839,2,20-25yuan,200-500order,low,15-30day
2015/12/28,2846,1,25-30yuan,100-200order,high,7-15day
2015/12/28,2849,2,25-30yuan,500+order,low,15-30day
2015/12/28,2854,1,20-25yuan,500+order,high,15-30day
2015/12/28,2855,5,30-35yuan,500+order,high,30+day
2015/12/28,2867,1,30-35yuan,200-500order,high,15-30day
2015/12/28,2873,1,25-30yuan,500+order,high,30+day
2015/12/28,2880,5,35-40yuan,500+order,high,30+day
2015/12/28,2891,1,30-35yuan,200-500order,high,30+day
2015/12/28,2922,1,30-35yuan,50-100order,low,30+day
2015/12/28,2940,1,25-30yuan,100-200order,high,30+day
2015/12/28,2953,2,35-40yuan,200-500order,high,15-30day
2015/12/28,2966,1,30-35yuan,100-200order,low,15-30day
2015/12/28,2974,5,25-30yuan,200-500order,high,30+day
2015/12/28,2984,5,25-30yuan,500+order,high,30+day
2015/12/28,3009,5,20-25yuan,500+order,high,30+day
2015/12/28,3012,5,35-40yuan,500+order,high,30+day
2015/12/28,3019,5,30-35yuan,200-500order,high,30+day
2015/12/28,3020,1,30-35yuan,100-200order,high,30+day
2015/12/28,3027,5,30-35yuan,50-100order,low,30+day
2015/12/28,3035,1,25-30yuan,200-500order,high,15-30day
2015/12/28,3038,1,25-30yuan,10-50order,high,7-15day
2015/12/28,3039,2,20-25yuan,0-10order,low,15-30day
2015/12/28,3043,2,25-30yuan,100-200order,low,15-30day
2015/12/28,3059,1,30-35yuan,50-100order,low,15-30day
2015/12/28,3064,1,25-30yuan,200-500order,high,15-30day
2015/12/28,3065,5,25-30yuan,500+order,high,30+day
2015/12/28,3073,1,25-30yuan,500+order,high,30+day
2015/12/28,3087,1,30-35yuan,100-200order,high,15-30day
2015/12/28,3097,5,20-25yuan,500+order,high,30+day
2015/12/28,3098,5,30-35yuan,200-500order,high,30+day
2015/12/28,3103,2,30-35yuan,200-500order,low,15-30day
2015/12/28,3115,1,40+yuan,100-200order,high,15-30day
2015/12/28,3127,1,25-30yuan,200-500order,high,30+day
2015/12/28,3129,5,35-40yuan,500+order,high,30+day
2015/12/28,3141,1,25-30yuan,100-200order,low,7-15day
2015/12/28,3149,1,20-25yuan,500+order,high,30+day
2015/12/28,3158,5,30-35yuan,500+order,high,15-30day
2015/12/28,3168,5,30-35yuan,100-200order,high,7-15day
2015/12/28,3186,2,30-35yuan,200-500order,high,15-30day
2015/12/28,3189,5,30-35yuan,500+order,high,30+day
2015/12/28,3220,5,30-35yuan,200-500order,high,30+day
2015/12/28,3224,5,25-30yuan,200-500order,high,30+day
2015/12/28,3227,8,25-30yuan,100-200order,high,0-3day
2015/12/28,3228,2,25-30yuan,10-50order,high,3-7day
2015/12/28,3233,2,25-30yuan,200-500order,high,15-30day
2015/12/28,3245,1,35-40yuan,100-200order,low,15-30day
2015/12/28,3246,2,40+yuan,0-10order,low,3-7day
2015/12/28,3249,2,25-30yuan,200-500order,high,15-30day
2015/12/28,3258,2,30-35yuan,0-10order,low,15-30day
2015/12/28,3268,6,30-35yuan,500+order,high,15-30day
2015/12/28,3281,1,25-30yuan,50-100order,low,15-30day
2015/12/28,3283,5,30-35yuan,200-500order,low,30+day
2015/12/28,3284,1,20-25yuan,200-500order,low,30+day
2015/12/28,3291,1,25-30yuan,500+order,high,30+day
2015/12/28,3294,1,35-40yuan,200-500order,high,30+day
2015/12/28,3299,5,25-30yuan,500+order,high,30+day
2015/12/28,3315,2,25-30yuan,200-500order,high,15-30day
2015/12/28,3328,1,40+yuan,100-200order,high,15-30day
2015/12/28,3329,1,30-35yuan,200-500order,high,30+day
2015/12/28,3333,6,25-30yuan,200-500order,high,7-15day
2015/12/28,3335,1,20-25yuan,200-500order,high,15-30day
2015/12/28,3354,5,25-30yuan,500+order,high,30+day
2015/12/28,3363,2,30-35yuan,10-50order,low,15-30day
2015/12/28,3365,2,30-35yuan,500+order,high,15-30day
2015/12/28,3373,2,30-35yuan,500+order,high,15-30day
2015/12/28,3380,1,30-35yuan,500+order,high,7-15day
2015/12/28,3401,1,30-35yuan,200-500order,high,15-30day
2015/12/28,3411,2,25-30yuan,500+order,high,15-30day
2015/12/28,3416,2,25-30yuan,0-10order,low,7-15day
2015/12/28,3429,1,20-25yuan,100-200order,high,30+day
2015/12/28,3430,1,25-30yuan,200-500order,high,15-30day
2015/12/28,3431,2,25-30yuan,10-50order,low,15-30day
2015/12/28,3481,1,25-30yuan,200-500order,high,30+day
2015/12/28,3486,5,30-35yuan,200-500order,high,30+day
2015/12/28,3489,5,30-35yuan,500+order,low,30+day
2015/12/28,3514,2,40+yuan,50-100order,low,15-30day
2015/12/28,3535,1,30-35yuan,500+order,high,15-30day
2015/12/28,3576,5,40+yuan,500+order,high,30+day
2015/12/28,3582,1,30-35yuan,50-100order,low,30+day
2015/12/28,3591,2,40+yuan,0-10order,low,15-30day
2015/12/28,3595,1,35-40yuan,100-200order,high,30+day
2015/12/28,3605,2,25-30yuan,200-500order,high,15-30day
2015/12/28,3609,1,25-30yuan,100-200order,high,15-30day
2015/12/28,3626,1,25-30yuan,500+order,high,30+day
2015/12/28,3643,2,25-30yuan,100-200order,low,15-30day
2015/12/28,3646,5,35-40yuan,500+order,high,30+day
2015/12/28,3649,6,30-35yuan,0-10order,low,15-30day
2015/12/28,3650,2,40+yuan,100-200order,low,15-30day
2015/12/28,3651,1,25-30yuan,200-500order,high,15-30day
2015/12/28,3656,2,25-30yuan,100-200order,low,15-30day
2015/12/28,3664,2,25-30yuan,100-200order,high,15-30day
2015/12/28,3668,2,20-25yuan,50-100order,high,15-30day
2015/12/28,3670,1,30-35yuan,50-100order,high,15-30day
2015/12/28,3684,1,30-35yuan,100-200order,high,15-30day
2015/12/28,3713,2,25-30yuan,200-500order,high,15-30day
2015/12/28,3725,2,30-35yuan,200-500order,high,15-30day
2015/12/28,3735,1,30-35yuan,100-200order,high,15-30day
2015/12/28,3737,1,20-25yuan,100-200order,high,15-30day
2015/12/28,3744,5,20-25yuan,500+order,low,30+day
2015/12/28,3754,1,25-30yuan,500+order,high,15-30day
2015/12/28,3780,6,35-40yuan,200-500order,high,15-30day
2015/12/28,3795,2,40+yuan,10-50order,low,15-30day
2015/12/28,3799,1,20-25yuan,500+order,high,15-30day
2015/12/28,3800,1,35-40yuan,100-200order,low,15-30day
2015/12/28,3820,5,30-35yuan,10-50order,low,30+day
2015/12/28,3823,5,30-35yuan,200-500order,high,30+day
2015/12/28,3829,1,30-35yuan,50-100order,low,15-30day
2015/12/28,3833,1,25-30yuan,200-500order,high,15-30day
2015/12/28,3839,1,20-25yuan,200-500order,high,15-30day
2015/12/28,3847,5,40+yuan,500+order,high,30+day
2015/12/28,3848,1,25-30yuan,200-500order,high,30+day
2015/12/28,3858,1,20-25yuan,200-500order,high,15-30day
2015/12/28,3865,1,30-35yuan,10-50order,low,30+day
2015/12/28,3878,5,35-40yuan,100-200order,high,30+day
2015/12/28,3887,5,40+yuan,50-100order,low,30+day
